sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
1961991,0,0.0,0,14,14,14,0,1,5,7,1,No,0,0.0,0.0,0,No,No,Yes,No,No
2914101,25,8.0,2,0,0,0,3,13,36,57,0,No,0,1.0,0.97,0,No,No,No,Yes,No
1661486,8,2.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.99,0,Yes,No,No,Yes,No
1426312,8,8.0,0,0,0,1,0,2,2,2,0,No,0,0.91,0.93,0,Yes,No,Yes,Yes,No
1649438,12,2.0,0,0,24,24,3,8,13,21,0,No,0,1.0,1.0,0,No,No,No,Yes,No
2130388,7,14.0,0,0,4,4,1,5,6,9,3,No,0,1.0,0.97,0,No,No,No,Yes,No
2149599,12,2.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.97,0,Yes,No,No,Yes,No
2986482,-54,8.0,0,3000,4200,5400,585,1725,2779,4383,523,No,200,0.1,0.1,65,Yes,No,Yes,Yes,No
2118998,1076,8.0,9,0,0,0,37,161,287,439,88,No,0,1.0,0.98,0,No,No,No,Yes,No
1823711,0,2.0,0,10,10,10,0,1,2,2,1,No,0,0.16,0.5,0,Yes,No,No,Yes,No
3047319,344,12.0,0,0,0,0,1,16,49,63,16,No,0,0.68,0.57,0,No,No,No,Yes,No
1926878,71,0.0,0,0,0,0,0,0,14,34,3,No,0,0.0,0.0,0,No,No,No,Yes,No
1278275,-4,8.0,0,37,52,67,9,22,39,48,4,No,0,0.64,0.77,4,No,No,No,Yes,No
1936992,58,9.0,0,0,0,0,0,1,1,4,1,No,0,0.96,0.96,0,No,No,Yes,Yes,No
3096425,236,8.0,0,0,0,0,8,61,104,163,6,No,0,0.9,0.92,0,No,No,No,Yes,No
2219536,13,8.0,0,0,0,0,0,0,0,1,0,No,0,0.9,0.93,0,No,No,No,Yes,No
1292450,8,12.0,0,6,6,12,4,5,14,17,1,No,0,0.9,0.95,0,No,No,No,Yes,No
1688584,4,12.0,0,0,0,0,0,0,0,1,0,No,0,0.66,0.69,0,No,No,No,Yes,No
1391527,-2,12.0,6,471,741,1033,64,252,529,860,87,No,0,0.78,0.78,6,No,No,No,Yes,No
2151358,16,8.0,0,0,0,0,0,0,0,0,0,No,0,0.97,0.93,0,No,No,No,Yes,No
1155002,121,,0,0,0,0,0,1,3,3,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No
3033374,9,2.0,0,0,0,0,0,0,1,1,1,No,0,0.54,0.61,0,Yes,No,No,Yes,No
2110135,1,8.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.89,0,No,No,No,Yes,No
2963029,65,8.0,9,100,100,100,16,52,84,111,28,No,0,0.98,0.99,0,No,No,No,Yes,No
1899779,2,12.0,0,0,0,0,0,0,0,1,0,No,0,0.74,0.74,0,No,No,No,Yes,No
1396949,4985,52.0,0,0,0,0,0,0,0,0,0,No,0,0.95,0.86,0,Yes,No,No,No,No
2300984,58,2.0,0,100,160,220,18,72,137,220,30,No,0,0.9,0.91,0,No,No,No,Yes,No
1671701,86,8.0,0,0,0,0,0,0,1,2,0,No,0,0.95,0.94,0,Yes,No,No,Yes,No
1422630,0,,0,0,0,0,2,8,12,18,3,No,0,-99.0,-99.0,0,No,No,No,No,No
2066953,50,9.0,0,10,30,40,0,10,43,65,0,No,0,0.86,0.84,0,No,No,No,Yes,No
3234228,12,8.0,3,35,70,112,10,29,71,98,0,No,0,1.0,1.0,0,No,No,No,Yes,No
3254991,7,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No
3224341,499,52.0,0,0,0,0,7,19,26,43,4,No,0,1.0,0.97,0,Yes,No,No,No,No
1640966,103,52.0,0,0,0,0,0,0,1,1,2,No,0,0.96,0.92,0,Yes,No,No,Yes,No
1284742,9,8.0,0,0,0,0,0,2,5,13,4,No,0,0.93,0.89,0,No,No,No,Yes,No
1535861,10,8.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.92,0,No,No,No,Yes,No
1118120,0,12.0,0,1040,1280,1640,111,443,1035,1717,150,No,0,0.77,0.78,20,No,No,No,Yes,No
1867359,-8,8.0,0,9,9,9,20,20,20,20,1,No,0,0.42,0.36,8,No,No,No,Yes,No
3235481,12,2.0,0,0,0,0,0,0,0,0,0,No,0,0.83,0.83,0,No,No,No,Yes,No
3015609,6,8.0,0,0,0,0,0,1,1,5,1,No,0,0.84,0.87,0,Yes,No,No,Yes,No
2925294,0,12.0,0,6,8,11,0,1,6,9,0,No,0,0.98,0.98,0,No,No,No,Yes,No
1543852,4,8.0,1,3,6,10,2,3,8,13,0,No,0,0.99,0.95,0,No,No,No,Yes,No
2956502,409,8.0,15,347,623,899,128,370,804,1250,106,No,0,0.93,0.97,0,No,No,No,Yes,No
2814778,0,8.0,0,10,20,20,3,9,11,17,1,No,0,1.0,0.88,0,No,No,Yes,Yes,No
1875781,4,2.0,0,0,0,0,0,0,0,1,0,No,0,0.85,0.89,0,No,No,Yes,Yes,No
1229432,532,2.0,0,0,0,0,0,0,0,0,1,No,0,0.0,0.0,0,No,No,No,Yes,No
1508111,76,9.0,33,155,252,364,64,151,256,378,25,No,0,0.9,0.82,3,No,No,No,Yes,No
2035038,12,12.0,0,0,0,0,0,0,0,0,1,No,0,0.58,0.58,0,Yes,No,No,Yes,No
1782007,0,9.0,0,2,3,4,1,2,2,3,1,No,0,0.68,0.66,0,No,No,No,Yes,No
1559658,11,8.0,0,24,56,92,11,28,67,97,0,No,0,0.96,0.96,0,No,No,No,Yes,No
3099876,33,8.0,0,0,24,48,1,6,22,44,2,No,0,1.0,0.99,0,No,No,No,Yes,No
2935735,5,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No
3132919,92,5.0,0,0,0,0,3,16,26,37,0,No,0,0.86,0.75,0,No,No,No,Yes,No
2241993,11,2.0,9,36,78,108,18,36,60,84,4,No,0,0.96,0.86,0,No,No,Yes,Yes,No
1901214,32,,0,0,0,0,2,3,4,7,3,No,0,-99.0,-99.0,0,No,No,No,No,No
1594538,923,8.0,0,0,0,0,46,176,340,595,97,No,0,0.97,0.96,0,No,No,No,Yes,No
1736812,3,8.0,0,0,0,0,0,0,2,3,2,No,0,0.95,0.97,0,No,No,No,Yes,No
2940462,15,12.0,16,540,784,1108,116,360,599,885,63,No,0,0.66,0.67,3,No,No,No,Yes,No
2294257,2,12.0,0,0,0,0,1,1,1,1,2,No,0,0.73,0.76,0,No,No,No,Yes,No
1694554,0,8.0,0,2,2,2,0,1,1,1,0,No,0,0.0,0.0,0,No,No,No,Yes,No
1668096,10,8.0,0,0,0,0,0,0,0,0,0,No,0,0.66,0.69,0,No,No,No,Yes,No
1866749,147,12.0,19,197,389,533,65,242,446,623,51,No,0,0.69,0.69,0,No,No,No,Yes,No
1719215,6,8.0,0,0,0,0,0,0,0,0,0,No,0,0.95,0.89,0,No,No,No,Yes,No
3278396,141,8.0,181,90,180,270,44,115,189,286,40,No,0,0.99,0.99,0,No,No,No,Yes,No
1588377,0,2.0,0,4,4,4,0,0,0,0,0,No,0,0.62,0.62,0,No,No,No,Yes,No
2082658,29,4.0,5,30,38,70,0,0,0,0,0,No,0,0.94,0.97,0,No,No,No,Yes,No
2314116,12,2.0,30,0,0,0,14,18,18,18,3,No,0,0.99,0.98,0,Yes,No,No,Yes,No
3080521,14,2.0,0,0,0,0,0,0,0,0,0,No,0,0.83,0.86,0,No,No,No,Yes,No
3197463,2,2.0,0,2,3,5,0,1,3,4,0,No,0,0.97,0.96,0,No,No,No,Yes,No
2302643,0,14.0,0,47,47,47,0,0,0,0,2,No,0,1.0,0.99,0,Yes,No,Yes,Yes,No
1614556,488,2.0,0,0,0,0,33,202,342,358,0,No,0,1.0,1.0,0,No,No,No,Yes,No
1620448,12,4.0,0,0,0,0,0,1,2,4,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1578056,3,8.0,1,24,36,50,8,20,38,61,10,No,2,0.23,0.43,0,No,No,No,Yes,No
1414924,160,2.0,0,0,0,0,0,0,11,12,1,No,0,0.66,0.69,0,No,No,No,Yes,No
2303140,9,2.0,0,12,24,48,7,19,29,35,0,No,0,0.99,0.98,0,No,No,No,Yes,No
1613051,10,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1392458,14,8.0,0,0,0,0,0,0,0,0,2,No,0,0.51,0.53,0,Yes,No,Yes,Yes,No
1895170,8,,0,0,0,0,2,4,15,19,2,No,0,-99.0,-99.0,0,No,No,No,No,No
1791424,104,8.0,65,249,509,773,69,240,426,626,54,No,0,0.79,0.66,1,No,No,No,Yes,No
2062396,5,12.0,0,0,0,0,0,0,0,0,0,No,0,0.78,0.78,0,No,No,No,Yes,No
1194287,0,8.0,0,17,24,31,1,203,212,217,0,No,0,0.94,0.96,0,No,No,No,Yes,No
1519159,34,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No
2215156,0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.99,0,Yes,No,No,Yes,No
1898028,52,2.0,0,0,0,0,3,7,40,44,0,No,0,0.99,0.97,0,No,No,No,Yes,No
1368931,13,8.0,0,92,200,353,18,101,246,347,0,No,0,0.55,0.35,0,No,No,Yes,Yes,No
1862507,12,8.0,0,25,50,50,6,17,28,41,3,No,0,0.99,0.96,0,No,No,No,Yes,No
2849035,7,2.0,0,28,48,72,9,27,58,90,2,No,2,0.53,0.55,0,No,No,No,Yes,No
1584341,29,2.0,38,95,209,323,30,95,160,222,46,No,0,0.99,0.99,0,No,No,No,Yes,No
1639455,50,12.0,1,48,104,156,11,59,117,189,32,No,0,0.98,0.98,0,No,No,No,Yes,No
2127541,32,9.0,0,0,0,0,0,0,0,2,0,No,0,0.85,0.82,0,No,No,Yes,Yes,No
1768734,79,8.0,0,0,0,0,0,0,0,1,0,No,0,0.92,0.96,0,No,No,No,Yes,No
1619268,1067,8.0,55,263,263,418,280,853,1750,2874,106,No,0,0.0,0.0,0,No,No,No,Yes,No
1506029,6,2.0,0,8,16,24,2,8,15,28,0,No,0,0.99,0.94,0,No,No,No,Yes,No
3226728,6,2.0,0,0,0,0,0,0,0,1,0,No,0,0.82,0.81,0,No,No,No,Yes,No
2239488,68,8.0,15,147,235,323,40,131,219,320,43,No,0,0.94,0.97,0,No,No,No,Yes,No
1649238,741,52.0,0,0,0,0,10,26,133,169,22,No,0,1.0,0.99,0,Yes,No,No,No,No
1742257,0,2.0,0,2107,3061,3493,6,766,766,767,662,No,0,0.98,0.99,6,No,No,No,No,No
1241135,4,8.0,0,4,10,10,0,3,11,15,0,No,0,0.75,0.74,0,No,No,No,Yes,No
2140223,2,9.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No
1314099,8,2.0,0,0,0,0,0,0,1,1,0,No,0,0.79,0.91,0,No,No,No,Yes,No
1830937,0,12.0,0,5,7,10,3,5,8,11,1,No,0,0.86,0.88,0,No,No,No,Yes,No
1385730,5,12.0,0,0,8,8,0,2,5,9,0,No,0,0.44,0.38,0,No,No,No,Yes,No
1112855,124,4.0,0,0,0,0,0,0,0,2,0,No,0,0.97,0.91,0,No,No,Yes,Yes,No
1418130,34,52.0,0,0,0,0,0,0,0,1,0,No,0,0.71,0.71,0,Yes,No,No,Yes,No
1516976,15,9.0,6,0,0,0,29,30,30,30,4,No,0,0.86,0.84,0,No,No,No,Yes,No
1672278,242,2.0,3,68,434,687,23,134,626,804,93,No,0,0.98,0.98,0,No,No,No,Yes,No
1506047,3269,8.0,72,0,3248,3248,563,1916,3788,5976,494,No,0,0.98,0.92,0,No,No,No,Yes,No
1961811,11,8.0,0,31,31,31,0,0,1,3,0,No,0,0.51,0.53,0,Yes,No,No,Yes,No
3272685,129,12.0,0,0,0,0,0,0,3,3,2,No,0,1.0,1.0,0,No,No,Yes,Yes,No
2189270,2,9.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No
1548759,2,2.0,0,2,2,2,0,0,0,0,0,No,0,0.37,0.38,0,Yes,No,Yes,Yes,No
2944578,4,8.0,0,0,0,0,0,0,0,0,1,No,0,0.37,0.34,0,No,No,No,Yes,No
1564393,13,12.0,0,0,0,0,0,0,0,0,1,No,0,0.58,0.58,0,Yes,No,No,Yes,No
1561128,5,8.0,0,0,0,0,0,0,2,3,0,No,0,0.8,0.82,0,No,No,No,Yes,No
1835484,7,9.0,0,0,3,3,0,3,6,11,0,No,0,0.99,0.98,0,No,No,Yes,Yes,No
1133470,0,9.0,0,2,2,2,0,0,1,2,0,No,0,0.86,0.69,0,No,No,No,Yes,No
2071016,29,8.0,0,0,0,0,0,2,2,4,1,No,0,0.77,0.87,0,No,No,No,Yes,No
2275924,0,8.0,0,0,0,0,0,0,0,3,0,No,0,0.0,0.0,0,No,No,No,Yes,No
1240199,0,2.0,0,250,450,690,0,0,0,0,2,No,0,0.66,0.53,0,Yes,No,No,Yes,No
1867243,1005,8.0,10,1200,2000,2800,260,872,2080,3161,359,No,0,1.0,1.0,0,No,No,No,Yes,No
3138888,24,8.0,0,0,0,0,0,0,3,5,0,No,0,0.99,0.95,0,No,No,No,Yes,No
1280777,245,2.0,0,0,42,42,4,21,40,41,15,No,0,1.0,0.98,0,No,No,No,Yes,No
3026573,3,2.0,0,0,2,4,0,1,2,2,0,No,0,0.79,0.61,0,No,No,No,Yes,No
1332705,16,8.0,0,0,0,0,0,0,0,0,2,No,0,1.0,0.98,0,No,No,No,Yes,No
1623227,0,9.0,0,14,22,30,3,7,12,18,2,No,1,0.68,0.66,0,No,No,No,Yes,No
3282563,89,8.0,0,0,0,0,0,0,0,11,0,No,0,0.97,0.97,0,No,No,Yes,Yes,No
2155304,15,4.0,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,Yes,No,Yes,Yes,No
1593669,11,2.0,0,0,0,0,0,0,0,0,0,No,0,0.0,0.5,0,Yes,No,No,Yes,No
1357998,1247,12.0,0,0,0,0,28,46,69,72,28,No,0,0.89,0.78,0,No,No,No,Yes,No
1159698,2,12.0,0,0,0,0,0,0,0,1,0,No,0,0.99,0.99,0,No,No,No,Yes,No
1488761,5,12.0,0,5,12,15,3,5,9,13,1,No,0,0.98,0.61,0,No,No,No,Yes,No
3086863,22,9.0,0,0,0,0,0,0,10,18,0,No,0,0.94,0.83,0,No,No,No,Yes,No
1433060,141,2.0,0,0,0,0,0,2,2,4,1,No,0,0.32,0.27,0,No,No,No,Yes,No
3269776,13,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No
3094627,24,8.0,0,0,0,0,0,0,5,7,2,No,0,0.94,0.95,0,Yes,No,No,Yes,No
2235055,1,8.0,0,0,0,0,0,0,1,1,2,No,0,0.98,0.97,0,No,No,No,Yes,No
1662634,10,8.0,0,0,0,0,1,1,4,14,0,No,0,0.91,0.93,0,No,No,No,Yes,No
3129601,23,8.0,9,9,24,36,5,39,58,80,7,No,0,0.35,0.52,0,No,No,No,Yes,No
2990281,29,8.0,0,0,0,0,3,8,19,28,4,No,0,0.74,0.71,0,No,No,No,Yes,No
2265856,2,14.0,0,0,2,3,1,2,3,5,2,No,0,0.65,0.69,0,No,No,No,Yes,No
1526363,25,4.0,0,23,43,55,10,20,33,58,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1394602,2451,8.0,0,0,0,0,0,2,4,6,4,No,0,0.71,0.49,0,No,No,Yes,Yes,No
1877827,76,8.0,0,0,0,64,2,11,64,94,22,No,0,0.99,0.97,0,No,No,No,Yes,No
1719132,80,,0,0,0,0,0,0,0,1,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No
2887229,10,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No
3254987,22,8.0,0,0,0,0,0,1,1,4,1,No,0,1.0,0.97,0,No,No,No,Yes,No
2192282,10,8.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.91,0,No,No,Yes,Yes,No
3017413,1,8.0,0,1,1,2,1,1,1,2,0,No,0,0.79,0.66,0,No,No,No,Yes,No
2160216,8,12.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No
1841511,24,8.0,0,0,0,0,0,0,1,1,0,No,0,0.07,0.24,0,No,No,Yes,Yes,No
1460284,9,14.0,0,0,0,0,0,0,0,0,2,No,0,0.99,0.99,0,No,No,No,Yes,No
1292603,39,,0,0,0,0,0,0,1,5,0,No,0,-99.0,-99.0,0,Yes,No,Yes,No,No
1843380,7,8.0,0,50,50,50,0,0,0,0,0,No,0,0.51,0.53,0,Yes,No,No,Yes,No
1814278,14,15.0,0,123,123,153,31,73,108,153,40,No,0,0.93,0.92,2,No,No,No,Yes,No
1822858,8,8.0,0,0,0,0,0,0,0,0,0,No,0,0.67,0.69,0,No,No,No,Yes,No
1460526,281,9.0,0,0,0,0,5,22,46,84,14,No,0,0.96,0.95,0,No,No,No,Yes,No
1481121,62,8.0,0,0,0,0,1,14,29,52,1,No,0,0.68,0.82,0,No,No,No,Yes,No
1539146,2,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,No,Yes,No
1898168,3338,4.0,0,0,0,0,293,860,1692,2489,227,No,0,0.93,0.94,0,No,No,No,Yes,No
3283731,32,2.0,0,25,25,25,0,0,0,0,0,No,0,0.97,0.95,0,Yes,No,No,Yes,No
1344664,1,8.0,0,0,0,0,0,0,0,0,0,No,0,0.46,0.35,0,No,No,No,Yes,No
1274700,803,2.0,0,0,0,0,0,0,0,0,1,No,0,1.0,1.0,0,No,No,No,Yes,No
2107233,2551,8.0,0,0,1000,3000,211,944,2281,3580,366,No,0,0.96,0.81,0,No,No,No,Yes,No
2139506,9,12.0,0,0,0,0,0,1,1,1,0,No,0,0.73,0.76,0,No,No,No,Yes,No
1215149,5,8.0,0,0,25,25,0,2,5,5,0,No,0,0.83,0.88,0,No,No,No,Yes,No
1618026,8399,8.0,2,0,0,0,114,401,2515,7639,255,No,0,0.71,0.69,0,No,No,No,Yes,No
2306972,43,52.0,0,0,0,0,0,4,7,12,2,No,0,0.93,0.9,0,Yes,No,No,Yes,No
1903250,0,12.0,0,14,18,23,1,8,13,13,3,No,0,0.63,0.72,0,No,No,No,Yes,No
1845853,131,8.0,0,0,0,0,0,4,6,10,1,No,0,0.99,0.99,0,No,No,No,Yes,No
2018360,0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.92,0,No,No,No,Yes,No
1924202,2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.63,0.72,0,Yes,No,No,Yes,No
1201691,1567,4.0,485,850,1888,2407,348,1072,2145,3332,205,No,0,0.77,0.8,0,No,No,Yes,Yes,No
2982931,87,8.0,0,22,93,148,17,53,139,242,54,No,0,0.15,0.1,0,No,No,No,Yes,No
1122983,9,8.0,0,0,0,0,1,2,5,7,0,No,0,0.95,0.95,0,No,No,No,Yes,No
1161574,23,6.0,0,53,53,58,8,33,68,130,26,No,0,0.06,0.09,0,No,No,No,Yes,No
2878375,13,17.0,0,0,0,0,0,1,4,8,2,No,0,1.0,1.0,0,Yes,No,Yes,Yes,No
1936895,4885,8.0,0,0,0,0,0,0,6,6,0,No,0,0.59,0.78,0,No,No,No,Yes,No
3130368,8,8.0,6,37,69,109,7,26,56,86,7,Yes,1,0.75,0.72,0,No,No,Yes,Yes,No
2235228,15,4.0,0,0,0,0,0,0,4,8,0,No,0,0.73,0.78,0,Yes,No,Yes,Yes,No
1516548,250,8.0,0,0,0,0,1,4,6,6,0,No,0,0.95,0.94,0,No,No,No,Yes,No
3177732,7,9.0,4,17,17,27,3,9,26,40,0,No,7,0.7,0.66,0,No,No,No,Yes,No
1978221,9,4.0,0,6,12,16,6,10,15,25,1,No,0,0.73,0.78,0,No,No,Yes,Yes,No
1663070,2,4.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.66,0,Yes,No,No,Yes,No
3092226,12,2.0,0,14,28,42,6,10,23,32,0,No,0,0.89,0.91,0,No,No,No,Yes,No
1188752,6,8.0,0,15,23,31,7,18,35,53,3,No,0,1.0,0.99,0,No,No,No,Yes,No
1780745,14,8.0,0,14,28,42,6,13,22,36,2,No,0,0.95,0.96,0,No,No,No,Yes,No
3002191,16,9.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No
1272584,87,8.0,0,0,0,0,0,0,0,1,2,No,0,-99.0,-99.0,0,No,No,No,Yes,No
2289808,80,4.0,20,0,0,10,20,50,125,155,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1926644,2,8.0,0,20,20,20,0,0,0,0,0,No,0,0.51,0.53,0,Yes,No,No,Yes,No
2028782,2,8.0,0,0,0,0,0,0,0,1,0,No,0,0.97,0.94,0,Yes,No,No,Yes,No
3252099,0,8.0,0,27,35,47,7,8,18,18,8,No,1,0.83,0.86,0,No,No,No,Yes,No
1293391,0,8.0,0,12,24,30,6,13,23,37,0,No,0,0.79,0.66,0,No,No,No,Yes,No
1716746,163,8.0,3,0,0,0,11,35,69,106,23,No,0,0.9,0.94,0,No,No,No,Yes,No
1910274,4,8.0,0,0,0,0,0,0,0,0,0,No,0,0.59,0.61,0,No,No,No,Yes,No
1302449,0,4.0,0,0,0,0,0,0,0,0,0,No,0,0.77,0.8,0,No,No,No,Yes,No
2233564,1016,12.0,150,400,1000,1600,205,724,1332,2317,265,No,0,0.74,0.71,0,No,No,No,Yes,No
1538798,0,8.0,0,1,1,1,0,0,0,0,1,No,0,0.42,0.36,0,No,No,No,Yes,No
1878996,46,,0,0,0,0,5,31,65,97,15,No,0,-99.0,-99.0,0,No,No,No,No,No
3057319,10,,0,0,0,0,5,15,33,54,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No
3135050,1,8.0,1,0,1,3,0,1,2,3,2,No,0,0.98,0.97,0,No,No,No,Yes,No
